Byte	frequency
0	0.4129861809844007
1	0.3692384625978998
2	0.375966259618882
3	0.3615727625391024
4	0.35923556436619714
5	0.3593323285188994
6	0.3602484959448091
7	0.35024178173204984
8	0.36143112329429955
9	0.3496794490329713
10	0.3676728031635168
11	0.3463936212126655
12	0.3691232386317929
13	0.3547920571722964
14	0.3580232454482824
15	0.354694629111649
16	0.3605099051153888
17	0.3539607273957281
18	0.35130831962203396
19	0.3516164407329299
20	0.34800768299445156
21	0.349525385127863
22	0.35314172176188974
23	0.3476461620313529
24	0.3497187399782152
25	0.3420171252752446
26	0.35194570333917785
27	0.3523693374672364
28	0.3565880919998544
29	0.33511712733505467
30	0.3470556165169173
31	0.36263156579862005
32	0.3695090134128621
33	0.34733370747448505
34	0.35214914589264595
35	0.3514652676326407
36	0.35372456321792684
37	0.3534393071697658
38	0.3529916306123449
39	0.34945515435032193
40	0.3561365694868593
41	0.35588725826365303
42	0.3752658906690653
43	0.3651601740201602
44	0.3495754958324861
45	0.3635648612214795
46	0.36371677919924517
47	0.3684073864939982
48	0.35589079419029856
49	0.35192561200867406
50	0.33738634112897703
51	0.33384716372541673
52	0.35269855381399856
53	0.3602960884798819
54	0.3558875554263432
55	0.35941537366858683
56	0.3579680076495508
57	0.3459297005389519
58	0.36459689722659955
59	0.36308306423376335
60	0.3500439780992383
61	0.3605001979389752
62	0.3596531160375421
63	0.3814344976168184
64	0.38193745416328867
65	0.3699605916087216
66	0.3602414365896451
67	0.35687399377922513
68	0.35673494149585555
69	0.35385422797499955
70	0.36028923732665236
71	0.3547572574092585
72	0.3446584905587218
73	0.3444286634062601
74	0.3371758608308714
75	0.3478994733920908
76	0.3429074597571373
77	0.3478806710513291
78	0.33732354178343127
79	0.34791296429606194
80	0.35392718472649254
81	0.3374470175465971
82	0.3504586821172531
83	0.3546897005483366
84	0.35519247475639254
85	0.3602202144608611
86	0.3522014796580669
87	0.3620992976193111
88	0.35214450296065947
89	0.334406055763166
90	0.3525084790928234
91	0.3626445648868954
