Byte	CorrelationStrength
0	0.5946306283888207
1	0.6264170681515554
2	0.6209320711880626
3	0.6393023991898956
4	0.6430419304967518
5	0.6425080448627473
6	0.6434932188409139
7	0.6527527453815156
8	0.6341413048206093
9	0.6517530178096258
10	0.6278520025959611
11	0.6517530001790166
12	0.6259590147407698
13	0.6398439309178229
14	0.6393852184981657
15	0.6408969058045089
16	0.6391933764608361
17	0.6437206074511489
18	0.6418079770667071
19	0.6463130978280782
20	0.6567271416673
21	0.6500200785778747
22	0.6465299283319591
23	0.6516145197479918
24	0.6534876358045647
25	0.6599275111466317
26	0.643944978114047
27	0.6475964853763723
28	0.6418462049419907
29	0.6626325839304944
30	0.6467535205646573
31	0.631047904193672
32	0.6357220184255905
33	0.6535945516455458
34	0.6471390093192806
35	0.6466929685206804
36	0.6436877242447487
37	0.6432920716050385
38	0.6493388918726865
39	0.6439590092530584
40	0.64360517745746
41	0.6441681660055042
42	0.6220681618019666
43	0.6291440171805096
44	0.6485926836166966
45	0.6346816027267975
46	0.6283025771781084
47	0.6198678153838031
48	0.6426301027970435
49	0.643860227937736
50	0.6621175347947075
51	0.6643243827022204
52	0.6453376574948676
53	0.6360756051616008
54	0.6386072143686492
55	0.6329548332437841
56	0.6393282809783067
57	0.6500012474671298
58	0.6309774223222573
59	0.6332050091740328
60	0.6498375133941757
61	0.6379415848147288
62	0.6347656662738959
63	0.6102599238862871
64	0.6192053650511301
65	0.628611006528724
66	0.6385722573759475
67	0.6408311105775241
68	0.6378773228340324
69	0.646978150462078
70	0.6356677392492046
71	0.6385455027028611
72	0.6523177011103944
73	0.6538423696856424
74	0.659846218942345
75	0.6519035458244042
76	0.6607310492172913
77	0.6516687432858032
78	0.6651746549721211
79	0.6457015925873666
80	0.6506426439331954
81	0.6625269015942452
82	0.6448975336386128
83	0.6400319137442871
84	0.6435408241296007
85	0.6365601210231071
86	0.6468845632763902
87	0.6316858496265833
88	0.6459015805699168
89	0.6663139104357708
90	0.6397688076612513
91	0.6284537049003526
92	0.6446330776991387
93	0.63391850046625
94	0.6440440818916137
95	0.6182517484697962
96	0.6186224833197
97	0.6331852468802238
98	0.6381428201015745
99	0.6338465406831448
100	0.6535325961460966
101	0.6582685023631726
102	0.656872376910296
103	0.6488398743883699
104	0.6636189059863598
105	0.6443524505704413
106	0.6356796680504676
107	0.6228414967649666
108	0.6584246563369839
109	0.6372852599095746
110	0.6366787757159722
111	0.6214050233965306
112	0.6105298843147897
113	0.6305057781904408
114	0.6535749710486606
115	0.6469806068426351
116	0.6422617756169583
117	0.625017497360651
118	0.6365017664387743
119	0.6213983458470378
120	0.6016819994605825
121	0.6381626397377483
122	0.6214403000480347
123	0.6189789517441487
124	0.6009061830902276
125	0.6165745840684353
126	0.588393016794972
127	0.40641577676052865
128	0.058811205085926084
129	0.47675082405451574
130	0.5845280901557578
131	0.5923088233611542
132	0.588484785724729
133	0.6140127531817355
134	0.6123453315788303
135	0.6166478497293132
136	0.582249915015108
137	0.6231871653241623
138	0.616464758393135
139	0.6364991341237421
140	0.6181458688534928
141	0.6397616636450529
142	0.6395112176072195
143	0.6317597130970853
144	0.607029762241769
145	0.6215278490726901
146	0.6295939174860333
147	0.6459986687765926
148	0.6044816273605258
149	0.6269809499643615
150	0.6481104503573455
151	0.6390076789512311
152	0.6039031546563072
153	0.6311890480432018
154	0.6415668315517294
155	0.6376523780521642
156	0.6329436361706554
157	0.6435204743382383
158	0.6410261089919362
159	0.6267004870428904
160	0.5959544407347536
161	0.6310653931131578
162	0.6393099378456639
163	0.6302037192617604
164	0.6267054236668731
165	0.6473335025376822
166	0.6531243970124128
167	0.6406776137756695
168	0.620649901404152
169	0.6490954649695962
170	0.6407985891467113
171	0.6324630270476113
172	0.6457455513883656
173	0.6438682309823256
174	0.6440076001398433
175	0.6504206609746506
176	0.6236480261960444
177	0.6361740343866135
178	0.6375447887012646
179	0.6499886105956513
180	0.6413863549439069
181	0.6462095097398219
182	0.6447416326723184
183	0.6458218644584752
184	0.6308543129916669
185	0.6528855975993098
186	0.6509489631458172
187	0.648307323570329
188	0.6373246857469523
189	0.6446056390442296
190	0.6413161444123241
191	0.6191311368680071
192	0.5810876902439269
193	0.628599944349136
194	0.6475775953098136
195	0.6526473386267596
196	0.6525536092074234
197	0.6364664822251758
198	0.6374305011699521
199	0.6398565819448842
200	0.6340912703306755
201	0.6355869910140254
202	0.6455634456733075
203	0.640305823711516
204	0.6549218265368184
205	0.6439409004266412
206	0.65126825156453
207	0.6315977904214634
208	0.6372747981575917
209	0.6340996007736737
210	0.6455082356267241
211	0.6539508607222543
212	0.649172504136533
213	0.6207775462838162
214	0.6329418539585532
215	0.6306287809687477
216	0.6375773798940099
217	0.6614113775972842
218	0.63876965173363
219	0.6412027325752028
220	0.6462595186551315
221	0.6417814873998365
222	0.6419059902133128
223	0.6270089036885332
224	0.6272540401838783
225	0.6409440853205687
226	0.6486829019324815
227	0.6336291776472247
228	0.6295227569289898
229	0.6484055687081842
230	0.6541223235585303
231	0.6586782372750247
232	0.645790092447064
233	0.6363932454056939
234	0.6424919697507363
235	0.6408681832059561
236	0.6452188145330364
237	0.6275824414921485
238	0.6416898558984362
239	0.6314618335358599
240	0.6338489162669667
241	0.637768546725969
242	0.6486930845816093
243	0.6437655225942907
244	0.6497865021219622
245	0.6401131160227557
246	0.6505692561461991
247	0.6297822526210339
248	0.629570778840924
249	0.6580896262890917
250	0.6463195925235896
251	0.6395483238166667
252	0.643133452155069
253	0.6378687017255738
254	0.6380589229710231
255	0.5932306350114936
