Byte	CorrelationStrength
0	0.8921652915367341
1	0.883905932446904
2	0.8693582426201839
3	0.8871078679306067
4	0.8592283235284394
5	0.8760149928111739
6	0.8832411410141194
7	0.8895450643790362
8	0.8132291635658913
9	0.8797969166870434
10	0.8802221586898743
11	0.884173798532529
12	0.8843994469593356
13	0.8916341711638976
14	0.8916201188292677
15	0.8919766147943596
16	0.8753888052127655
17	0.8819231681228588
18	0.8623219465976737
19	0.8893985254156824
20	0.8735151890674536
21	0.8888967644090787
22	0.8819643544998086
23	0.8950471595807752
24	0.8860522593847304
25	0.8932913678353253
26	0.8877039455134393
27	0.8993074137020867
28	0.8885986093568752
29	0.900021160887431
30	0.8911757297612867
31	0.901718888359778
32	0.8895748248739883
33	0.8794248029968014
34	0.8782819202634607
35	0.8897149780562126
36	0.8787044230017265
37	0.883776315703142
38	0.8878569861165331
39	0.8942172127200848
40	0.8864075783528115
41	0.8884924575413066
42	0.8865695933426894
43	0.8958426753038968
44	0.8914658704141808
45	0.8929241461296828
46	0.897625124769949
47	0.9025159230160057
48	0.8908491416315961
49	0.8850915970211991
50	0.8823017345290015
51	0.89289765285583
52	0.8839184851717561
53	0.885169143284631
54	0.8826336629438037
55	0.8811152509686672
56	0.8914056216687927
57	0.8971163744762835
58	0.8993803855795605
59	0.9009416697663282
60	0.8964588016766403
61	0.9014691926497275
62	0.903760539748678
63	0.9066430364678876
64	0.902964446391136
65	0.8903891351834722
66	0.8772452015281486
67	0.8924096214898493
68	0.8776478017659168
69	0.873923974207714
70	0.8587309653690904
71	0.8648760412185007
72	0.8860621737172526
73	0.8935973081772937
74	0.8899933952078607
75	0.8962553708362925
76	0.8951717415963688
77	0.9003727289696905
78	0.9009638458209671
79	0.9010081900335806
80	0.8901573789994304
81	0.8937968895124678
82	0.8844798722412888
83	0.896133401816532
84	0.8881531389564629
85	0.8967940012318246
86	0.8984292513792956
87	0.9034361966232664
88	0.8951569405117277
89	0.9019325793672177
90	0.9003335773420785
91	0.9061453544760028
92	0.9007980771376647
93	0.9079164504201754
94	0.9035667182451435
95	0.9103566023072359
96	0.9015540125210046
97	0.8902862943770727
98	0.8882025127103703
99	0.8980525760268181
100	0.8869738317840071
101	0.8946607609658092
102	0.8992245102065345
103	0.9025847488733397
104	0.8960915399548769
105	0.897891663940482
106	0.8971187235275973
107	0.9037515119714566
108	0.9006351069249008
109	0.9072151791037985
110	0.9054588197981254
111	0.9084697680933864
112	0.8974935420729889
113	0.8921584648367453
114	0.8927069232094462
115	0.9007878008950373
116	0.8945325139724282
117	0.9005860440030876
118	0.9035772361606869
119	0.9089191657115436
120	0.9006164087901984
121	0.9018424821865962
122	0.9030119499858155
123	0.9083315543084128
124	0.9035668436742853
125	0.9093098402974218
126	0.907341275776345
127	0.907249820377344
128	0.2839982224840294
129	0.8528934203573049
130	0.8395730026924944
131	0.8484158197570966
132	0.8170598134041769
133	0.8085112406953504
134	0.7629752416137081
135	0.8124626347041287
136	0.8506193028549238
137	0.8627874803427181
138	0.8638071609182424
139	0.8661909657453143
140	0.8779741023576898
141	0.8735684522488896
142	0.8845707151272754
143	0.8785719363394141
144	0.8489522064209076
145	0.8579781374052885
146	0.8609013593860458
147	0.8747093795529121
148	0.8643573330165246
149	0.8819640279173991
150	0.8642207141857057
151	0.8793509158920417
152	0.8716935207507045
153	0.8855520630505699
154	0.8704613834356619
155	0.8854952205782373
156	0.8770192927590706
157	0.8912148952228778
158	0.8769286952386692
159	0.8863295192339228
160	0.12750308225037985
161	0.8388797781636216
162	0.8341516307458096
163	0.8597706436312763
164	0.8379480034518655
165	0.8610346319869339
166	0.8684371846832434
167	0.8477403917983916
168	0.8380181961963379
169	0.8434227456942995
170	0.8636649833479951
171	0.8636851058846617
172	0.8525187084802254
173	0.8331776186349843
174	0.8247416511964865
175	0.8015777779515213
176	0.7754961980806678
177	0.8278714638129631
178	0.8448241311974524
179	0.8599121305044625
180	0.8521543297772006
181	0.8585405540689934
182	0.8675538262921774
183	0.8744734392552624
184	0.8621095250994918
185	0.8615840711088004
186	0.8844391617812564
187	0.9035214482932781
188	0.8852806322765376
189	0.8307093371778506
190	0.8976331168888221
191	0.899104134962163
192	0.8776433662832314
193	0.817732133036264
194	0.8116118730004324
195	0.8432977994449703
196	0.832280444185218
197	0.8396545923644481
198	0.8580070356635514
199	0.8553102954501969
200	0.8487186593253445
201	0.8367068883545246
202	0.8719217598271617
203	0.8777367371343602
204	0.8637945989738604
205	0.8591885416392612
206	0.8629967311419567
207	0.8563641694300004
208	0.8239805806414723
209	0.8786994154078331
210	0.8495710030830272
211	0.8531460635475737
212	0.8484218090982639
213	0.8841421774649346
214	0.8852373455928713
215	0.8910806886630609
216	0.8706194914670377
217	0.8760422600257095
218	0.8758566697943516
219	0.8865968313978904
220	0.8918094395657227
221	0.8881524871273324
222	0.8948418159264419
223	0.8919657140071617
224	0.8898261306044745
225	0.8081237055830508
226	0.8665215822282307
227	0.859391054127963
228	0.8509171367780678
229	0.8018176438267647
230	0.8750291032968969
231	0.8685446894732466
232	0.8620871671532355
233	0.8167593102363355
234	0.8855697042536598
235	0.8908799298288899
236	0.8460942939049069
237	0.8676266700318713
238	0.8320260480697158
239	0.8349874076076432
240	0.8631331747590193
241	0.88533268271775
242	0.8227585932117365
243	0.8390925271951403
244	0.82535781561338
245	0.8744909654863262
246	0.8919115461248371
247	0.8940296980943825
248	0.8765388497348338
249	0.8812499453883317
250	0.8918439326290991
251	0.9018986610064621
252	0.9024351672394523
253	0.9015570431094616
254	0.9041365092513597
255	0.9072209117061303
