Byte	frequency
0	0.3366061344769083
1	0.2477125071308227
2	0.23550763634642824
3	0.23007561860277126
4	0.23620701220138365
5	0.22303844655077137
6	0.23344224149681073
7	0.19839522409946553
8	0.20964153036701683
9	0.2018843187485697
10	0.1895591965841001
11	0.2045309416756757
12	0.2129871683019188
13	0.19654907389251264
14	0.18678250197064267
15	0.18143896848694388
16	0.2135105867975508
17	0.2060653446508948
18	0.1971985861814678
19	0.18103038723862466
20	0.20298529261334197
21	0.1954266807243268
22	0.18852905424443658
23	0.18937376334666048
24	0.19160716751595455
25	0.17973021217482774
26	0.18406780458114338
27	0.1719205676091025
28	0.17077732282068
29	0.1655382933037479
30	0.16661088422709713
31	0.19656645951171797
32	0.22807276304983704
33	0.1917495852020098
34	0.17368511807331552
35	0.19051602711509882
36	0.2014271820467382
37	0.19810597614229125
38	0.1741658343066912
39	0.18047718417681624
40	0.18603684692129477
41	0.1804075213903688
42	0.16972453000387488
43	0.17534231595955685
44	0.1890563075276406
45	0.18462616612256166
46	0.17097686389996536
47	0.16168252746325212
48	0.19179685379446507
49	0.17774958409881317
50	0.1794899841748037
51	0.16487417420762956
52	0.18073777347978234
53	0.19670809402568126
54	0.20701599784233696
55	0.17048808592207687
56	0.1639380026210671
57	0.15762232517899158
58	0.16404787710456034
59	0.16402064568729957
60	0.1550856107855845
61	0.1867748715225669
62	0.15389528637959574
63	0.17120433523776662
64	0.26212174587607673
65	0.1691456293100961
66	0.15361339945468663
67	0.21639538979460124
68	0.1745480773174085
69	0.1614071252786828
70	0.16252131580703622
71	0.22221299177082238
72	0.17883556039530074
73	0.15508866859830178
74	0.16705202887527854
75	0.15837276938141046
76	0.15927757470935028
77	0.152098098936662
78	0.15042771470227032
79	0.16542739249599478
80	0.18243766621252183
81	0.15830985270893483
82	0.17785059925224192
83	0.14801891007131113
84	0.15966813532447396
85	0.16136184885002314
86	0.17137088693747185
87	0.165001180611585
88	0.18416460994884704
89	0.16084975348937153
90	0.17294731176679912
91	0.16761506102971532
92	0.15882071696320096
93	0.15138790023487775
94	0.1437614739645099
95	0.17575850397882398
96	0.18592477803407603
97	0.14971564362822662
98	0.1595813709166316
99	0.15061814830485307
100	0.16331575237203955
101	0.15888533502574584
102	0.1553738390043361
103	0.16364224425140383
104	0.17410059297279434
105	0.15943263070558994
106	0.157743230592405
107	0.16949190705950898
108	0.16653458371843474
109	0.1667409701330364
110	0.15784120961105677
111	0.17149531041417687
112	0.1671851424579889
113	0.1502290852856203
114	0.15601524972882114
115	0.16176589941621278
116	0.16221370392265647
117	0.1599450425081872
118	0.15909029598021535
119	0.17973993603762883
120	0.1660168781923628
121	0.1758587915310651
122	0.17669797285500058
123	0.1977983260568423
124	0.20010388894786219
125	0.21813926641986936
126	0.2815418281664598
127	0.3785649357806541
128	0.8306658134071677
129	0.3150804372096578
130	0.27243522972704237
131	0.2476302341355119
132	0.2424514027707293
133	0.217453922568114
134	0.2407952905939092
135	0.19763003342383315
136	0.22305227808387917
137	0.20383526812586655
138	0.2401246227088248
139	0.20096563325615757
140	0.21117674867492925
141	0.2063140996295753
142	0.18301812535254902
143	0.18700761856805867
144	0.22372228729566274
145	0.1965186894178297
146	0.20523634692312026
147	0.17984744997382524
148	0.18819635488874864
149	0.17953204233026596
150	0.19902507065328282
151	0.19583483389525624
152	0.22248334277664222
153	0.18830151098030792
154	0.21211802840040378
155	0.18533119953677138
156	0.18324589943135114
157	0.18184181075923692
158	0.16492045548290304
159	0.19542517666575607
160	0.4184967410573826
161	0.19231317652378763
162	0.22100197097401933
163	0.19462353096668195
164	0.19578671488954244
165	0.18788280093120624
166	0.18143946465461666
167	0.18432844066617105
168	0.21740711070052426
169	0.20429128387320297
170	0.18138642689131704
171	0.18748821931341356
172	0.2288134246010798
173	0.22217458143942573
174	0.2351387913935216
175	0.19953518409129545
176	0.2667416350841755
177	0.24285820814565345
178	0.24047327057338366
179	0.23818496096853858
180	0.2617730702396906
181	0.22986703715031975
182	0.21056641448164412
183	0.22954461717117505
184	0.20933239928321784
185	0.19275007660940555
186	0.22339998696859076
187	0.18377736869609243
188	0.23278992814636545
189	0.244992503882456
190	0.1859837194576977
191	0.23473214194299646
192	0.30763853695276716
193	0.23519307001843853
194	0.2208265411304413
195	0.22997216342004445
196	0.23487452990461272
197	0.23559099182141857
198	0.2437104062746051
199	0.2071076553943369
200	0.2362307038772803
201	0.2277146481540018
202	0.2057217701859028
203	0.18869725794155293
204	0.21258649622439885
205	0.2139299034994618
206	0.20119310066155568
207	0.2678410136949174
208	0.22056539467244476
209	0.17846634253306684
210	0.2337273546542577
211	0.23138892731592337
