Byte	CorrelationStrength
0	0.9650916724543499
1	0.9974803137881431
2	0.9982493882117116
3	0.9983364804276649
4	0.9986523883476083
5	0.9996759594216049
6	0.9993204550212464
7	0.9986670577601743
8	0.9986522666709003
9	0.9991287144848864
10	0.9991355922366335
11	0.9984536279943441
12	0.9991176051612113
13	0.9996480616538276
14	0.9998190525277909
15	0.999509227200103
16	0.9994980727448038
17	0.9992478708570344
18	0.999130137281563
19	0.9935140064757821
20	0.9945541291590092
21	0.9993561031728999
22	0.9991337786148796
23	0.9987564840130421
24	0.99794541333318
25	0.9774085724929175
26	0.9994682799921581
27	0.9992306586191144
28	0.9898642576268574
29	0.9898622567886752
30	0.9993157984481833
31	0.9994745097563277
32	0.9746807089305461
33	0.9977288233888713
34	0.9976429724713555
35	0.9987579859763756
36	0.9991617605985192
37	0.9992580624524893
38	0.9977642335881486
39	0.9986965025436548
40	0.9988327182529048
41	0.9976651288525527
42	0.9990506416087395
43	0.9989145631553277
44	0.9994688561530903
45	0.9983974299952914
46	0.9988036857697177
47	0.999388811252266
48	0.9990086701483057
49	0.9987036245845783
50	0.9987104397110134
51	0.9984946600589603
52	0.9995593657032484
53	0.9990757890422147
54	0.999115046206555
55	0.999698755173132
56	0.9973015686799971
57	0.9983822761277007
58	0.9986352020341114
59	0.9991188679233675
60	0.9989431072404011
61	0.999365283834881
62	0.9995960228812715
63	0.9992966004919146
64	1.0
65	1.0
66	0.9743577364781913
67	0.9940770820957168
68	0.999566651405598
69	0.9999119939101991
70	1.0
71	0.9999236379843697
72	1.0
73	0.9999364122451851
74	1.0
75	0.9999711432539535
76	0.9998312508969188
77	1.0
78	0.9999598575430437
79	0.9999851554386103
80	0.9994567632485313
81	0.9997548669609083
82	0.9999854962562409
83	0.999921908501426
84	0.9999364122451851
85	0.9999748787789092
86	1.0
87	1.0
88	1.0
89	1.0
90	1.0
91	1.0
92	0.9999735476019368
93	1.0
94	1.0
95	0.9999541831025724
96	0.9976545476337465
97	0.9996265989427516
98	0.9664258047923574
99	0.9971707297289292
100	0.9992905904375109
101	0.9989834979535055
102	0.9992578968068357
103	0.9992497004330079
104	0.9989923596474829
105	0.9991982176473639
106	0.9999741539933948
107	0.9999741539933948
108	0.9998437985420445
109	0.9999741539933948
110	1.0
111	0.9992994539376475
112	0.999950766159693
113	1.0
114	1.0
115	1.0
116	1.0
117	1.0
118	0.9999251813198035
119	1.0
120	1.0
121	1.0
122	1.0
123	1.0
124	0.9998909339687344
125	1.0
126	1.0
127	1.0
128	1.0
129	1.0
130	1.0
131	1.0
132	1.0
133	1.0
134	1.0
135	1.0
136	1.0
137	0.6934205966748571
138	0.6100587706905493
139	1.0
140	1.0
141	0.9499812845462517
142	1.0
143	1.0
144	1.0
145	1.0
146	1.0
147	1.0
148	1.0
149	1.0
150	1.0
151	1.0
152	1.0
153	1.0
154	1.0
155	1.0
156	1.0
157	1.0
158	1.0
159	1.0
160	0.1348492535277429
161	0.914767968558889
162	0.632084045396694
163	0.9003722946711102
164	0.9937590301450407
165	0.9869227992283798
166	0.8202783758922668
167	0.9713203452264954
168	0.9571139436402691
169	0.956667324099922
170	0.9969224945919117
171	0.9118924768892682
172	0.8310283648509545
173	0.7107808049822568
174	0.588769474773702
175	0.33372045924595406
176	0.6028893123682556
177	0.6480040164763063
178	0.7011730287313017
179	0.8008196604444177
180	0.8165880391771182
181	0.8110011473567055
182	0.8777844582816406
183	0.871498000960938
184	0.8286368915891443
185	0.8708471458520382
186	0.6212685195198265
187	0.8111124899919822
188	0.5114798400978273
189	0.7011693962400953
190	0.5111180565528289
191	0.8630360756685742
192	0.9866924626115255
193	0.7677964280802236
194	0.8667568927007991
195	0.8187095784324399
196	0.7902801599028131
197	0.9068550145328174
198	0.8422115920392164
199	0.9313520817389848
200	0.9347049738276192
201	0.8843772757456723
202	0.9319700923665358
203	0.9682029638994762
204	0.9064789429992903
205	0.8955843621623468
206	0.8877631766872536
207	0.9187164112777849
208	0.8432061892094663
209	0.9826432180982605
210	0.9018750772103247
211	0.8137186674612276
212	0.8066635931586348
213	0.9031654110781773
214	0.9547863670207464
215	0.9058118913661498
216	0.9826621633044873
217	0.9677237694442331
218	0.9867529768643488
219	0.8940880656550437
220	0.9991875494759366
221	0.8941553831279009
222	0.9999371720780297
223	0.8943910904200757
224	0.9999327129003367
225	0.2765119848777551
226	0.7060891957151239
227	0.4680815347226515
228	0.4734613249263282
229	0.10316072197702411
230	0.6795043944994394
231	0.5334795127540646
232	0.5203393291726186
233	0.2930661688379697
234	0.9234785391829682
235	0.7532956328557814
236	0.37213007118645464
237	0.5120749440114098
238	0.2915736987690753
239	0.2635880780141627
240	0.47928182637500083
241	0.8669428511975642
242	0.3127596052203951
243	0.2753850835186981
244	0.12552510890326732
245	0.5322477186828435
246	0.7020311254352575
247	0.6760022161995864
248	0.7975485807195052
249	0.6456853033130101
250	0.9460939875728811
251	0.9983675988818212
252	0.9952682223927689
253	0.9982645777924879
254	0.9887389179941954
255	1.0
